mes,geografia,uol1_name,uol2_name,service1_id,service1_name,nro_fichas_rfo,nro_sn2_ficha_rfo_status _ok,nro_sn2_sn1_dependencias,nro_sn2_sn1,nro_features_desplegadas_calidad,nro_features_desplegadas,puntaje_total_adopcion_sn2,total_sn2_sn1,total_vulnerabilidades_high,total_lineas_codigo,total_vulnerabilidades_high_mes_ant,total_lineas_codigo_mes_ant
08/25/2025,PERU,SYSTEMS,CORE CLIENTS,376,PEOPLE,7,7,7,7,5,5,4.5,5,0,"765,988",0,"765,696"
08/25/2025,PERU,SYSTEMS,CORE CLIENTS,377,ACCOUNTS & DEPOSITS,6,6,6,6,12,13,2.5,3,33,"1,181,143",112,"1,247,244"
08/25/2025,PERU,SYSTEMS,CORPORATE,30,COMPLIANCE,11,11,11,11,7,7,7,7,0,"743,836",0,"743,632"
08/25/2025,PERU,SYSTEMS,CORPORATE,198,LEGAL,4,4,4,4,2,2,2,3,116,"929,570",144,"1,009,721"
08/25/2025,PERU,SYSTEMS,CORPORATE,199,ENGINEERING,11,10,11,11,0,2,4,5,18,"190,317",16,"174,190"
08/25/2025,PERU,SYSTEMS,CORPORATE,200,TALENT & CULTURE,13,13,12,12,6,6,7,8,101,"1,735,646",101,"1,734,949"
08/25/2025,PERU,SYSTEMS,CROSS SYSTEMS,62,INSURANCE DISTRIBUTION,2,2,2,2,22,22,1,2,0,"1,666,350",0,"1,652,451"
08/25/2025,PERU,SYSTEMS,CROSS SYSTEMS,5311,OTHER CROSS PRODUCTS,7,7,7,7,43,43,5,5,6,"2,706,119",6,"2,678,058"
08/25/2025,PERU,SYSTEMS,CROSS SYSTEMS,5360,COMMERCIAL SUPPORT,7,7,7,7,14,14,5,6,418,"2,305,407",405,"2,280,211"
08/25/2025,PERU,SYSTEMS,ENTERPRISE,58,ENTERPRISE BANKING CANALES WEB & MOBILE,13,13,12,13,20,22,6.5,9,"2,554","4,272,100","3,396","5,280,889"
08/25/2025,PERU,SYSTEMS,ENTERPRISE,60,ENTERPRISE BRANCH,2,2,2,2,8,8,0,2,24,"701,010",36,"687,405"
08/25/2025,PERU,SYSTEMS,ENTERPRISE,329,OPEN BANKING,5,5,5,5,7,7,2,3,0,"12,470",0,"12,457"
08/25/2025,PERU,SYSTEMS,FINANCE,80,FINANCE,15,14,15,15,20,24,10,11,122,"2,804,439",136,"2,797,464"
08/25/2025,PERU,SYSTEMS,FINANCE,378,ACCOUNTING,8,8,8,8,26,26,4.5,7,47,"620,717",57,"604,476"
08/25/2025,PERU,SYSTEMS,LOANS,53,CONSUMER FINANCE,5,5,4,4,10,11,3,3,0,"1,429,481",0,"1,427,702"
08/25/2025,PERU,SYSTEMS,LOANS,55,LOANS,6,5,5,6,4,4,4,4,0,"25,882",0,"24,815"
08/25/2025,PERU,SYSTEMS,LOANS,6190,LOANS OTHER PRODUCTS,14,6,14,14,10,10,6,7,663,"1,464,781",585,"1,453,500"
08/25/2025,PERU,SYSTEMS,PAYMENT METHODS,263,ADQUIRENCIA,2,2,2,2,9,9,1.5,2,0,"266,404",0,"263,101"
08/25/2025,PERU,SYSTEMS,PAYMENT METHODS,264,OTHER PAYMENT PRODUCTS & SERVICES,4,4,4,4,7,7,4,4,0,"312,295",0,"311,750"
08/25/2025,PERU,SYSTEMS,PAYMENT METHODS,265,ISSUING,2,2,2,2,13,13,1.5,3,0,"1,979,720",0,"1,977,075"
08/25/2025,PERU,SYSTEMS,PAYMENT METHODS,7282,NEW PAYMENT RAILS,3,3,3,3,11,11,0.5,1,0,"265,128",0,"262,521"
08/25/2025,PERU,SYSTEMS,RETAIL,94,CRM & DIGITAL MARKETING,2,2,2,2,1,1,2,2,0,"142,144",0,"142,144"
08/25/2025,PERU,SYSTEMS,RETAIL,180,MOBILE CHANNELS,9,8,9,9,54,55,6,7,0,"1,271,511",0,"1,270,576"
08/25/2025,PERU,SYSTEMS,RETAIL,181,CONTACT CENTER,4,3,1,2,1,1,2,3,27,"649,173",26,"639,665"
08/25/2025,PERU,SYSTEMS,RETAIL,182,AGENTES CORRESPONSALES,3,3,3,3,1,1,0.5,1,"2,533","1,338,122","2,524","1,337,115"
08/25/2025,PERU,SYSTEMS,RETAIL,183,ATMS Y AUTOSERVICIOS,6,6,6,6,1,1,2,2,0,"1,544,082",0,"1,544,080"
08/25/2025,PERU,SYSTEMS,RETAIL,184,BRANCHES & SALES ADVISORY,15,15,15,15,4,5,8.5,10,415,"839,477",0,"844,156"
08/25/2025,PERU,SYSTEMS,RETAIL,185,WEB Y PORTALES,6,6,6,6,1,1,2.5,4,0,"1,582,671",8,"1,582,491"
08/25/2025,PERU,SYSTEMS,RISK,39,RISKS,20,20,6,20,32,33,15,17,259,"3,178,398",85,"2,900,848"
08/25/2025,PERU,SYSTEMS,RISK,393,COLLECTIONS,6,5,5,5,14,14,3.5,5,0,"224,837",0,"225,054"
08/25/2025,PERU,SYSTEMS,SYSTEM OFFICE MIRST,6110,TESTING TOOLS,0,0,0,0,0,0,0,0,0,0,0,0
08/25/2025,PERU,SYSTEMS,SYSTEM OFFICE MIRST,6136,DEVOPS - CI/CD,0,0,0,0,0,0,0,0,0,0,0,0
08/25/2025,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0
08/25/2025,RETAIL CLIENT SOLUTIONS,CROSS,CONTENT MANAGEMENT,288,CONTENT MANAGEMENT,7,7,9,9,0,0,4,6,812,"11,358,739",812,"11,357,533"
08/25/2025,RETAIL CLIENT SOLUTIONS,CROSS,DATA & ANALYTICS,170,DATA & ANALYTICS,3,3,4,4,0,0,3,5,1,"189,491",1,"186,729"
08/25/2025,RETAIL CLIENT SOLUTIONS,CROSS,DIGITAL ASSETS,6576,DIGITAL ASSETS,0,0,1,1,0,0,1,1,0,"202,043",0,"202,043"
08/25/2025,RETAIL CLIENT SOLUTIONS,CROSS,OPTIMIZATION & FUNNEL HEALTH,32,OPTIMIZATION & FUNNEL HEALTH,10,10,3,4,0,0,7,9,0,"294,289",0,"294,107"
08/25/2025,RETAIL CLIENT SOLUTIONS,CROSS,TRAFFIC GENERATION & MARKETING AUTOMATION,339,TRAFFIC GENERATION & MARKETING AUTOMATION,0,0,2,2,0,0,2,3,0,"40,369",0,"39,957"
08/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,,7028,US GWA,0,0,0,3,0,0,0,1,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,7836,PA06 BBVA ADQUIRENTE - ULTIMA MILLA,0,0,0,0,0,0,"0,0",0,0,0,0,0
08/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,AM&GW,6250,AM&GW,1,1,1,1,0,0,0,1,40,"2,918,478",48,"2,917,115"
08/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - INFRA MULTICANAL,292,INFRAESTRUCTURA MULTICANAL - RETAIL,0,0,1,1,0,0,1,1,0,"582,428",0,"1,036,019"
08/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - MOBILE,287,PLATAFORMA RETAIL - MOBILE,3,2,7,10,0,0,5,9,40,"11,824,477",40,"11,608,259"
08/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,439,GP2 - HORUS,1,1,1,1,0,0,0,0,0,"4,827",0,"4,827"
08/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,440,GP2 - TOHU,2,1,2,2,0,0,1,1,0,"33,204",0,"33,204"
08/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,441,GP2 - BCEA,1,1,1,1,0,0,0,0,0,0,0,0
08/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,4964,PLATAFORMA ADQUIRENCIA,0,0,3,3,0,0,3,3,0,"184,280",0,"170,304"
08/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,7165,PLATAFORMA EMISION,0,0,1,2,0,0,2,2,0,"31,238",0,"30,883"
08/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL-PRESCRIPTION BUSINESS,53,CONSUMER FINANCE,0,0,1,3,0,0,2,3,0,"5,426",0,"2,996"
08/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,SMES,7434,SMES,0,0,1,2,0,0,1,1,0,"164,313",0,"141,440"
08/25/2025,URUGUAY,INGENIERIA & DATA,DE #ONE DATAHUB URUGUAY,5685,ENGINEERING & DATA,1,1,1,1,0,0,0,1,0,0,0,0
08/25/2025,URUGUAY,SYSTEMS ENGINEERING,,224,CHANNELS,17,1,3,17,19,20,7.5,12,"2,577","8,480,519","2,942","8,479,325"
08/25/2025,URUGUAY,SYSTEMS ENGINEERING,,350,CROSS SYSTEMS,3,1,3,3,0,0,2,2,4,"14,655",4,"14,655"
08/25/2025,URUGUAY,SYSTEMS ENGINEERING,,4801,CFE,11,1,1,11,0,0,1,3,0,"14,696",0,"14,696"
08/25/2025,URUGUAY,SYSTEMS ENGINEERING,,5117,CORE BANKING,19,2,17,19,14,16,7.5,9,0,"1,149,442",0,"1,145,887"
08/25/2025,VENEZUELA,SYSTEMS,BANKING SYSTEMS,61,ASSET MANAGEMENT,10,10,10,10,0,0,1,2,0,"2,903,235",0,0
08/25/2025,VENEZUELA,SYSTEMS,BANKING SYSTEMS,298,RISK,15,15,16,16,0,0,5,9,0,"2,831,735",0,0
08/25/2025,VENEZUELA,SYSTEMS,BANKING SYSTEMS,299,BANKING CREDIT PRODUCTS,6,6,6,6,0,0,1,4,0,0,0,0
08/25/2025,VENEZUELA,SYSTEMS,CHANNELS,153,BRANCH,6,6,6,6,0,0,3,3,12,"1,694,158",12,"1,694,158"
08/25/2025,VENEZUELA,SYSTEMS,CHANNELS,269,OTHER WEB & CC,16,16,13,13,0,0,6,10,"2,028","3,122,740","2,028","3,112,857"
08/25/2025,VENEZUELA,SYSTEMS,CHANNELS,270,ENTERPRISE WEB & MOBILE,13,13,13,13,0,0,1,4,858,"2,201,903",858,"1,864,862"
08/25/2025,VENEZUELA,SYSTEMS,CHANNELS,271,RETAIL WEB & MOBILE,8,8,8,8,0,0,1,4,129,"2,142,074",129,"2,110,839"
08/25/2025,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,80,FINANCE,17,17,17,17,0,0,0,4,0,0,0,0
08/25/2025,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,200,TALENT & CULTURE,9,9,9,9,0,0,0,2,0,"1,494,659",0,0
08/25/2025,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,290,COMPLIANCE & DATA,11,11,10,10,0,0,2,4,0,"324,250",0,"1,593"
08/25/2025,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,291,INTRANET,7,7,6,7,0,0,4,4,0,"14,861,410",0,"14,860,896"
08/25/2025,VENEZUELA,SYSTEMS,CROSS SERVICES,54,INTERBANK PAYMENTS,8,8,8,8,0,0,1,4,0,"2,284,326",0,"686,690"
08/25/2025,VENEZUELA,SYSTEMS,CROSS SERVICES,169,ACCOUNTS,5,5,5,5,0,0,2,2,0,"12,885",0,"10,762"
08/25/2025,VENEZUELA,SYSTEMS,CROSS SERVICES,350,CROSS SYSTEMS,13,13,13,13,0,0,6,9,0,"1,758,746",0,"1,757,031"
08/25/2025,VENEZUELA,SYSTEMS,PAYMENT,201,ISSUING(EMISOR/AUTORIZADOR),4,4,4,4,0,0,1,1,0,"20,640",0,"20,640"
08/25/2025,VENEZUELA,SYSTEMS,PAYMENT,202,MERCHANTS ACQUIARING,4,4,4,4,0,0,2,2,0,0,0,0
08/25/2025,VENEZUELA,SYSTEMS,PAYMENT,203,OTHERS PAYMENTS,6,6,6,6,0,0,4,4,0,0,0,0
09/25/2025,ARGENTINA,INGENIERIA & DATA,ALPHA ARCHITECTURE,3572,ALPHA,1,1,1,1,64,67,1,1,0,"59,858",0,"59,826"
09/25/2025,ARGENTINA,INGENIERIA & DATA,DATAHUB ARGENTINA,4343,DATIO-AR RIESGOS Y FINANZAS,1,1,1,1,0,0,1,1,0,"28,456",0,"28,454"
09/25/2025,ARGENTINA,INGENIERIA & DATA,DATAHUB ARGENTINA,4344,DATIO-AR MODELOS LOCALES,1,1,1,1,0,0,1,1,0,"34,679",0,"34,931"
09/25/2025,ARGENTINA,INGENIERIA & DATA,DATAHUB ARGENTINA,4345,DATIO-AR MODELOS GLOBALES,1,1,1,1,38,38,1,1,0,"61,529",0,"59,281"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,416,PA02 MERCHANTS-ACQUIRING / COMERCIOS-ADQUIRENCIA,4,4,4,4,0,0,3,4,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,4851,PA04 BBVA ADQUIRENTE - CICLO DE VIDA COMERCIOS,3,3,3,3,0,0,0,1,0,"39,538",0,"39,538"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,4853,PA03 PSP - MERCURIO,1,1,1,1,0,0,1,2,0,"36,389",0,"36,067"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,5297,PA05 BBVA ADQUIRENTE - TRANSACCIONALIDAD,0,0,0,0,0,0,1,2,0,"9,329",0,"9,329"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,7836,PA06 BBVA ADQUIRENTE - ULTIMA MILLA,0,0,0,0,0,0,0,0,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,379,AR02 ENTERPRISE WEB CORE,2,2,2,2,0,0,0,0,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,381,EB02 ENTERPRISE MOBILE / MOVILES EMPRESAS,1,1,0,1,0,0,0,0,17,"360,221",17,"360,221"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,382,EB01 ENTERPRISE WEB / WEB EMPRESAS,4,4,1,4,0,0,0,1,0,"1,244,499",0,"1,244,499"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,4264,AR37 WEB PUBLICA EMPRESAS,2,2,0,2,1,1,0,0,0,"26,630",0,"26,630"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,4651,EB03 CANALES EMPRESAS,5,5,5,5,0,0,2,3,0,"16,363",0,"16,363"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,5963,AR43 OPEN BANKING EMPRESAS,1,1,1,1,1,1,1,1,0,568,0,568
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,5964,AR42 ETPB,1,1,1,1,1,1,1,1,0,"2,255",0,"2,255"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6478,AR44 PLATAFORMA SENDA ARG,5,5,3,5,13,13,2,2,0,"40,272",0,"40,272"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6479,AR45 HELP DESK ARG,1,1,0,1,0,0,1,1,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6696,AR46 GEMA ARG,2,1,0,2,6,6,0,0,0,"50,326",0,"50,326"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MOTOR AGRO,8004,AR08 AGRO,0,0,0,0,0,0,"0,0",0,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,140,AR28 PAGOS Y COBROS,10,10,6,10,7,7,9,10,0,"36,867",0,"36,867"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,141,AR27 GESTION DE CHEQUES,1,1,1,1,0,0,1,1,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,142,PE01 PENSIONS,9,8,9,9,0,0,5,5,0,"108,363",0,"108,363"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,7624,AR53 PAGOS NOMINAS / CONVENIOS,5,5,5,5,3,3,4,4,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,7625,AR50 EFECTOS,1,1,1,1,5,5,1,1,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,7626,AR51 ECHEQ / FCEM,2,2,2,2,1,1,1,1,0,"63,239",0,"63,239"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,COMEX,435,AR16 COMERCIO EXTERIOR,4,4,3,4,2,2,4,4,0,"6,002",0,"6,002"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,COMEX,7623,AR49 EXTRANJERO,5,5,5,5,7,7,3,3,0,"4,805",0,"4,798"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,332,AR21 SERVICIOS CORE FINANCIEROS,5,4,4,5,8,8,4,4,0,"1,826",0,"1,826"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,333,AR20 LOANS / PRESTAMOS,3,3,3,3,0,0,3,3,0,"3,038",0,"3,038"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,334,AR25 PEOPLE NEXTGEN,2,2,2,2,10,10,0,1,0,"87,801",0,"86,300"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,335,AR24 PEOPLE LEGACY,4,4,4,4,2,2,2,3,0,"266,699",0,"266,699"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,336,AR22 ACCOUNTS & DEPOSITS / CUENTAS,10,10,10,10,7,7,7,9,0,"124,604",0,"124,604"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,337,AR23 PEOPLE SERVICING,5,5,5,5,3,3,3,3,0,"197,080",0,"197,080"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,338,AR26 SERVICIOS PASIVOS,6,6,6,6,8,8,5,6,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,186,CF06 FINANCE / FINANZAS,13,13,13,13,9,9,6,6,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,187,CF07 PROCUREMENT,6,6,6,6,3,3,2,3,0,"110,142",0,"110,140"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,189,AR36 LOCAL SERVICES,9,9,8,9,0,0,2,4,3,"603,337",3,"603,337"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,190,CF02 COMPLIANCE,7,7,7,7,3,3,1,3,81,"339,933",81,"339,933"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,191,CF03 LEGAL,1,1,1,1,2,2,1,1,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,192,AR19 DIGITALIZACION DE IMAGENES,3,3,3,3,4,4,1,2,0,"80,630",0,"80,630"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,193,AR18 AUTOMATIZACION DE PROCESO,1,1,1,1,7,7,0,0,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,194,AR17 ENGINEERING SERVICES,13,13,10,13,3,3,4,4,0,"312,092",0,"312,092"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,195,CF01 TALENT & CULTURA,17,17,13,13,0,0,2.5,7,63,"986,731",63,"986,727"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,409,AR06 COBRANZAS EMISION TC,4,4,4,4,6,6,4,4,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,410,AR11 ABM,2,2,2,2,1,1,1,1,0,"12,056",0,"12,056"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,412,RB04 ATM /CAJEROS AUTOMATICOS,1,1,1,1,0,0,1,1,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,413,AR07 TARJETA DE DEBITO,1,1,1,1,2,2,1,1,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,414,AR12 CONTABILIDAD TC,3,3,1,3,6,6,3,3,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,418,AR10 IMPUESTOS TC,2,2,2,2,0,0,2,2,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,7622,AR48 DISTRIBUCION DE PRODUCTO,2,2,2,2,0,0,1,2,0,"14,407",0,"14,407"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,433,CIB04 GLOBAL MARKET,4,4,4,4,11,11,1,2,0,"14,797",0,"14,797"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,7605,CIB07 ASSET MANAGEMENT,4,4,4,4,8,8,2,2,0,"2,286",0,"2,286"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,7608,CIB05 OPERATION DATA,1,1,1,1,16,16,1,2,0,"52,784",0,"52,564"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,7610,CIB06 ALYC,1,1,1,1,11,11,1,2,0,762,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,136,RB05 RETAIL CONTACT CENTER / CONTACT CENTER PARTICULARES,7,5,6,7,0,0,5,5,0,"116,521",0,"111,085"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,137,AR34 GESTION SUCURSALES y RECLAMOS,2,2,2,2,23,23,1,2,24,"241,173",24,"239,243"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,139,AR01 AUTOSERVICIOS SUCURSALES,4,4,3,4,0,0,4,4,0,"232,694",0,"232,694"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,4263,RB07 CONTACT CENTER / GESTION DE MORA,4,4,4,4,0,0,4,4,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,5854,AR41 TRAFFIC GENERATION & MARKETING AUTOMATION,1,1,1,1,0,0,1,1,2,"13,547",2,"13,547"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,7602,AR30 TESORO y CAJA,2,2,2,2,0,0,1,2,3,"429,595",3,"429,595"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MOTOR AGRO,8004,AR08 AGRO,0,0,0,0,0,0,0,0,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,5193,AR39 PRESTAMOS PERSONALES,5,5,4,5,0,0,1,1,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,5473,AR55 PRESTAMOS PRENDARIOS CANALES INTERNAOS,3,3,3,3,5,5,3,3,194,"109,156",194,"109,156"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,7145,AR03 PRESTAMOS HIPOTECARIOS CANALES INTERNAOS,1,1,1,1,7,7,0,1,0,378,0,378
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,PRODUCTOS RETAIL,7935,AR54 PRESTAMOS HIPOTECARIOS CANALES DIGITALES,3,3,0,3,1,1,3,3,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,RIESGOS MAYORISTAS,188,CF05 RISKS / RIESGOS MAYORISTA,14,14,14,14,22,22,11,11,0,"92,904",2,"91,983"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,STAFFING Y METODOLOGIA,149,AR35 BRANCHES / OFICINAS OPERATORIA,3,3,3,3,0,0,1,1,209,"336,433",291,"395,064"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,72,IN01 INSURANCE DISTRIBUTION/CHANNELS WEB,6,5,0,6,0,0,1.5,2,0,"3,167,461",0,"3,167,875"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,73,AR14 INSURANCE SERVICES,3,3,3,3,0,0,2,2,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,74,AR13 INSURANCE DISTRIBUTION/CHANNELS CORE,5,5,5,5,0,0,1,1,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,7632,AM05 CONSUMER FINANCE,12,12,12,12,6,6,7,9,41,"455,282",42,"443,856"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,7633,AM03 CONSUMER FINANCE,5,5,5,5,3,3,0.5,1,0,"279,828",0,"279,828"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,7634,AM04 CONSUMER FINANCE,6,6,5,6,0,0,0,1,0,"474,472",0,"520,645"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6213,TRANSFORMACION NEXGEN,1,0,1,1,0,0,0,1,0,"232,419",0,"231,553"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6778,PROCESS SYSTEMS ARG,0,0,0,0,0,0,1,2,0,"7,385",0,"7,385"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6860,DEVOPS AR,2,2,2,2,0,0,0,2,0,"747,214",0,"747,155"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,8070,SDLC / SSDLC,1,0,0,1,0,0,0,0,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5194,RB06 NECESIDADES DIGITALES,2,2,2,2,0,0,0,1,99,"323,873",99,"323,854"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5195,AR31 PAQUETES Y TARJETAS,4,4,4,4,5,5,0,1,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5196,AR33 PRODUCTOS NO CREDITICIOS,4,4,4,4,3,3,0,1,0,"1,631,557",0,"1,657,775"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5197,AR40 PRODUCTIVIDAD,1,1,1,1,0,0,0,0,0,230,0,230
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5198,AR32 MOTOR DE RIESGOS,2,2,2,2,2,2,0.5,1,0,"118,182",0,"118,174"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,6161,AR47 FORMULARIOS Y CONTRATOS DIGITALES,2,2,1,2,1,1,4,4,0,"43,393",0,"42,807"
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,8052,AR29 REFERIDOS,1,1,1,1,0,0,0,0,0,0,0,0
09/25/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,229,RB02 RETAIL MOBILE / MOVILES PARTICULARES,17,17,7,17,0,0,17.5,19,0,"3,516",0,"4,722"
