mes,geografia,uol1_name,uol2_name,sn1,sn2,issues_analysis2_analysis_sin_review_menor_7_dias,total_issues_analysis2_pasaron_analysis_sin_review,historias_deployed_fix_version,total_historias_deployed,repositorios_activos_nomenclatura_estandar,total_repositorios_activos,mediana_tiempos_pr_ tardado_ser_mergeadas_o_rechazadas,mediana_lineas_codigo_modificadas_prs_mergeadas_o_rechazadas,repositorios_activos_gobernados_chimera,"mediana_tiempo_desde_primera_contribucion_hasta_merge
permanentes","mediana_tiempo_ejecucion_pipelines_correctos
repositorio",ejecuciones_pipeline_estado_success,ejecuciones_pipeline_estado_success_ o_failure,"mediana_tiempo_entre_fallo_y_exito_pipeline
mediana_tiempo_entre_fallo_y_exito_pipeline",repositorios_actividad_y_analisis_sonarqube_ok,repositorios_actividad_analisis_sonarqube,items_desplegados_pruebas_xray_ejecutadas,items_desplegados
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,MODELO DE DIRECCION Y GESTION,PERFILADOR SPARK ES,4,12,3,15,0,3,5.55,868,3,7.94,25,9,13,141.5,3,7,1,6
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,TRANSFORMACION DE OPERACIONES,CANAL UNICO GESTOR,10,10,7,14,10,15,2.45,845,5,6.07,50,7,14,141,2,12,8,11
07/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,PE01 PENSIONS,LANDING JUBILACIONES WEB PUBLICA,7,13,5,7,10,11,4.16,554,1,5.19,42,8,14,4,3,7,7,13
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,TRANSFORMACION DE OPERACIONES,INDUSTRIALIZACION DE OPERACIONES,2,7,8,8,4,15,2.13,548,0,4,48,6,7,12.5,0,13,8,15
08/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,PE01 PENSIONS,LANDING JUBILACIONES WEB PUBLICA,9,14,6,11,7,10,0.89,925.5,5,0.99,21.5,2,12,146,9,10,1,7
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,TRANSFORMACION DE OPERACIONES,PASARELA DE PETICIONES,9,14,4,9,3,7,5.45,600,1,2.17,3.5,3,10,182,6,6,7,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,TRANSFORMACION DE OPERACIONES,PROCESS STUDIO,10,13,7,12,2,10,4.55,782.5,5,1.73,30,3,7,165,6,8,5,14
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,TRANSFORMACION DE OPERACIONES,ROBOTICS,6,15,6,11,2,9,2.83,41.5,8,9.97,23,2,14,55.5,3,7,8,10
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,TRANSFORMACION DE OPERACIONES,SUITE BPM CORPORATIVA,2,5,3,6,8,13,5.5,104,0,5.43,35.5,7,8,40,7,14,8,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,ASSET MANAGEMENT - BACKOFFICE Y FONDOS DE INVERSION,"ADMINISTRACION,CONTABILIDAD Y REPORT. OFICIAL",4,12,9,11,10,10,0.44,174.5,3,8.02,44,9,11,129.5,0,15,0,13
08/01/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,ASSET MANAGEMENT - BACKOFFICE Y FONDOS DE INVERSION,COLMORE (SAAS) - ILIQUIDOS,1,2,2,8,9,11,5.56,709.5,3,2.12,29,5,12,106.5,2,14,7,12
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,OFICINA,LAR (LABORATORIO ANALITICIO REGIONAL),9,11,9,13,6,10,3.89,449.5,10,7.16,18,6,8,116.5,2,4,10,15
08/01/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,ASSET MANAGEMENT - FONDOS Y PLANES DE PENSIONES,FONDOS Y PLANES DE PENSIONES,2,3,5,10,9,12,5.09,965.5,2,6.05,49.5,9,12,126,8,12,1,7
08/01/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,ASSET MANAGEMENT - FRONT OFFICE,COMPLIANCE / CUMPLIMIENTO LIMITES,1,14,10,14,0,9,2.03,155,5,10,18.5,5,11,7.5,5,12,5,6
07/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,CUMPLIMIENTO & AUDITORIA,MODULO DE AUDITORIA ALTAMIRA N.V.,1,8,7,7,4,14,3.6,812,1,8.79,2,4,9,64.5,5,15,4,8
08/01/2025,URUGUAY,SYSTEMS ENGINEERING,,CFE,SISTEMA DE SALUD (RRHH),1,14,2,12,7,14,1.23,941.5,5,2.76,40,4,6,180.5,8,15,3,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,IMPAGO Y COBERTURAS,ALERTAS DE RIESGOS,3,4,7,10,7,10,0.57,969.5,6,3.55,49.5,5,11,119.5,0,6,0,0
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,IMPAGO Y COBERTURAS,DOD LOCAL,4,10,3,9,9,12,1.87,283,1,2.36,5.5,0,14,99.5,3,14,4,5
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,IMPAGO Y COBERTURAS,FICHA REFINANCIACION,9,13,3,5,6,9,0.95,56,5,5.49,2.5,1,14,49,10,13,6,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,IMPAGO Y COBERTURAS,GARANTIAS Y GARANTES,7,8,7,8,2,6,1.11,852,4,5.11,33.5,7,14,95.5,2,2,4,9
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,IMPAGO Y COBERTURAS,HATS,5,10,10,14,3,7,1.71,520.5,4,4.46,18,5,10,6,6,9,9,11
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,IMPAGO Y COBERTURAS,INVERSION IRREGULAR,7,8,7,9,1,8,4.8,677.5,7,7.86,24.5,8,8,17.5,9,15,1,7
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,IMPAGO Y COBERTURAS,MORA Y PROVISIONES,4,11,1,3,7,9,5.76,33.5,3,0.08,11.5,1,8,37.5,9,12,10,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,IMPAGO Y COBERTURAS,WORKFLOW TASACIONES (BIZAGI),8,9,6,8,8,9,5.77,13.5,2,9.34,38.5,10,13,64,5,8,2,3
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,REPORTING NORMATIVO,REPORTE PHILIP,9,15,4,9,2,14,5.72,106,6,4.37,27,2,7,49,7,13,0,10
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,REPORTING NORMATIVO,REPORTING DE GESTION,10,12,6,8,1,9,5.89,954.5,3,6.86,35,6,10,119.5,7,11,1,9
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,REPORTING NORMATIVO,REPORTING FINANCIERO,2,11,5,9,9,12,2.09,712,4,3.5,11.5,2,13,174,8,14,9,14
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,REPORTING NORMATIVO,REPORTING MINIMO NIVEL,2,10,2,14,6,12,1.82,777,10,4.58,10,3,11,6,5,14,1,6
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,REPORTING NORMATIVO,REPORTING PRUDENCIAL,8,14,2,3,1,4,3.63,787,3,6.09,45.5,4,10,21,2,6,10,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,REPORTING NORMATIVO,RESTO DE REPORTES NORMATIVOS,1,2,7,13,10,14,2.82,663.5,1,8.08,45,1,2,78.5,4,5,1,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,REPORTING NORMATIVO,SISTEMA DE INFORMACION FISCAL,3,13,3,7,1,12,0.48,728.5,6,7.75,14.5,4,13,21,0,7,6,12
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,CUMPLIMIENTO & AUDITORIA,MODULO DE AUDITORIA ALTAMIRA N.V.,2,7,5,11,1,2,5.4,414,9,3.56,38,5,13,140,6,6,8,14
06/01/2025,CFE,RISK,,CAPITAL,MOTOR CORE ECONOMICO ADS,10,14,6,6,7,13,1.69,942,5,0.09,21.5,7,8,23.5,5,14,10,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,RIESGOS DE CREDITO,FINANCE-RENTABILIDAD OPERACIONES,5,13,6,12,5,6,4.37,692,6,0.88,8.5,4,5,147,2,6,2,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,RIESGOS DE CREDITO,NORMATIVOS (BDR),8,12,2,14,9,14,3.64,704,8,7.52,3.5,3,8,168.5,5,12,7,13
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,RIESGOS DE CREDITO,NORMATIVOS (LFE),5,11,0,0,5,13,3.28,78,0,2.39,11,3,6,170.5,8,8,2,13
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,RIESGOS DE CREDITO,PHILIP,8,10,3,15,9,13,0.92,336,0,0.13,1.5,4,15,146.5,4,13,7,10
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,RIESGOS DE CREDITO,PROCESOS TRANSVERSALES (EEFF),1,6,3,4,9,12,3.45,479.5,7,6.93,41.5,10,12,181.5,8,9,6,13
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,RIESGOS DE CREDITO,PROCESOS TRANSVERSALES (FRAUDE),2,7,7,12,8,12,5.49,445.5,10,3.83,34.5,3,7,164,6,11,6,10
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,RIESGOS DE CREDITO,RETAIL-NORMATIVO (BDS),7,8,2,11,3,5,4.93,70,8,0.85,47,5,13,187.5,3,14,1,4
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,SSJJ Y OTROS,CONTENCIOSOS SSJJ,4,12,1,4,1,12,2.9,596.5,8,1.58,3,0,1,124.5,4,10,5,7
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,SSJJ Y OTROS,LEX TOOLS (SAAS),6,13,0,14,1,13,4.73,834.5,5,2.97,9,4,8,186.5,8,15,1,13
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,SSJJ Y OTROS,NUEVA APLICACION DE BASTANTEOS,7,9,2,3,6,8,1.75,171,6,4.11,42,10,11,101.5,9,12,9,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,SSJJ Y OTROS,POVA,6,7,5,10,10,11,0.16,183.5,5,6.55,46,1,8,185.5,9,10,5,9
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,T&C Y COMUNICACIONES,ADMINISTRACION DE PERSONAL (SAAS),7,11,4,4,5,10,2.37,708.5,8,7.69,27,1,4,172,7,12,10,13
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,T&C Y COMUNICACIONES,LIQUIDACION DE GASTOS DE VIAJE,8,11,1,2,4,6,4.13,405,0,4.35,14.5,3,10,89.5,7,15,10,14
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,T&C Y COMUNICACIONES,PRL (SAAS),1,3,1,10,0,8,3.44,859,10,5.57,9,1,8,151.5,0,4,1,9
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,T&C Y COMUNICACIONES,SOPORTE  TyC,5,11,6,14,1,8,2.31,520,10,8.08,1.5,2,14,153,9,13,5,13
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,ATM,SERVICIO DE ATM,3,7,8,13,10,11,0.45,859,5,1.44,40,9,15,101,7,14,9,14
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,ATM,SERVICIO DE ATM (DATAMART),5,12,4,5,0,9,3.64,998,3,1.87,3.5,8,13,48.5,5,8,3,7
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,BRANCH CHANNEL,ESCENARIO OPERATIVO,9,9,4,12,7,13,1.25,568.5,4,2.17,2.5,9,10,144,9,15,10,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,BRANCH CHANNEL,ESPACIO SSCC,6,12,10,15,4,9,3.51,171,4,3.78,44,5,6,106.5,8,14,9,11
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,BRANCH CHANNEL,IMAGEN CARTERA,3,5,3,4,4,6,1,853,7,3.12,4,1,3,54,2,6,1,10
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,BRANCH CHANNEL,MAG ESCRITORIO LIGERO,3,9,4,14,9,13,5.07,114.5,7,9.84,10,2,13,76.5,5,7,2,14
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,BRANCH CHANNEL,MAO,4,13,3,3,6,8,5.3,639,7,7.35,40.5,6,8,143.5,4,9,7,8
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,BRANCH CHANNEL,PORTAL DE TERCEROS - MAT,9,15,9,11,2,3,5.57,189.5,2,0.25,37.5,3,14,15.5,2,5,5,13
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,BRANCH CHANNEL,PROCESOS BRANCH MULTICANAL,6,6,5,13,7,12,0.6,544,8,4.66,2.5,7,10,151.5,10,11,4,9
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,CONTACT CENTER,ESCRITORIOS CC,1,3,3,6,5,5,5.67,655.5,1,9.26,12.5,8,10,120.5,7,7,8,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,CONTACT CENTER,HERRAMIENTAS CC,4,13,5,13,8,14,0.29,820,1,7,35,4,10,53,0,15,1,11
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,CONTACT CENTER,INFORMACIONAL CC,8,9,8,13,7,14,4.18,825,6,1.2,38,3,13,155,8,15,2,15
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,CONTACT CENTER,OPERACIONES CC,8,14,4,12,3,12,2.63,528,7,1.87,46.5,9,10,39.5,1,6,7,13
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,CONTACT CENTER,TECNOLOGIA DE VOZ CC,6,9,6,14,7,9,0.85,694.5,8,3.99,44,7,11,105.5,8,14,8,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,DIGITAL MARKETING,DIGITAL TOOLS,1,12,3,6,9,12,2.38,95.5,1,3.87,5.5,7,11,85.5,4,7,10,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,DIGITAL MARKETING,PLATAFORMA CRM MARKETING (SFMC),10,12,6,9,8,11,1.96,553,8,4.25,30,9,14,42.5,10,11,2,11
06/01/2025,CFE,RISK,,CAPITAL,MOTOR CORE ECONOMICO IRB,6,12,9,10,3,8,0.94,885.5,1,5.52,14.5,1,6,102,1,9,3,6
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,MOBILE CHANNEL,APP TARJETA AFFINITY CARD,1,12,10,10,1,12,1.56,100.5,4,0.78,30.5,6,14,150.5,8,9,8,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,MOBILE CHANNEL,SMART ASSISTANT BLUE,9,9,2,3,4,13,5.39,617,9,9.4,17.5,7,14,37.5,3,10,6,10
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,OPEN BANKING,ECP OPEN BANKING ES,4,11,10,13,6,9,3.96,177.5,0,7.52,34,8,15,125.5,8,15,6,8
07/01/2025,CFE,RISK,,CAPITAL,MOTOR CORE ECONOMICO ADS,8,12,7,8,7,13,0.25,971.5,10,5.21,31,4,14,137,4,4,4,14
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,OPERATIONAL CRM,MOTOR CORE ECONOMICO IRB,1,6,2,10,0,5,0.24,89,10,7.51,48.5,9,12,91.5,6,8,0,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,OPERATIONAL CRM,ASIGNACION,10,10,1,14,6,11,4.3,955,7,2.61,5,8,11,33,2,6,2,11
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,OPERATIONAL CRM,HERRAMIENTA COMERCIAL RETAIL,5,14,1,15,1,12,5.5,753.5,9,9.66,46.5,5,14,180,3,8,3,14
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,OPERATIONAL CRM,MIS CONVERSACIONES,1,7,1,11,7,9,3.11,89,10,8.37,41.5,6,12,183,7,8,6,11
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,OPERATIONAL CRM,PLATAFORMA CRM OPERACIONAL,7,15,10,13,4,12,3.02,205,4,7.39,19.5,6,12,60,10,14,3,4
07/01/2025,CFE,RISK,,CAPITAL,MOTOR CORE ECONOMICO IRB,5,13,10,11,9,13,1.8,860,3,4.08,30.5,2,7,1.5,0,1,7,9
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,PRIVATE BANKING,BACKOFFICE,5,12,8,10,9,13,3.93,927.5,4,0.61,0.5,5,9,24.5,3,9,2,2
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,PRIVATE BANKING,IDONEIDAD,7,12,1,12,1,6,3.97,11.5,3,9.85,6.5,4,8,36,10,12,3,11
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,PRIVATE BANKING,INFORMACIONAL,4,9,9,13,10,15,5.95,106,3,8.27,37,2,2,129.5,2,12,1,4
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,PRIVATE BANKING,OPERATIVA CENTRALIZADA,3,5,1,10,8,10,2.05,544.5,1,9.78,38,0,7,23.5,1,10,3,9
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,PRIVATE BANKING,OPERATIVA INDIVIDUAL,4,12,2,5,1,15,1.38,70,8,4.89,46.5,1,2,147.5,9,12,7,11
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,RETAIL DIGITAL SERVICES,ADVICE - TOOLS,2,14,7,13,2,10,5.3,355.5,0,1.5,15,8,14,48.5,2,5,1,13
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,RETAIL DIGITAL SERVICES,AGREGACION FINANCIERA,4,9,1,2,8,14,0.26,642,9,3.84,40.5,1,14,80,5,6,1,8
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,RETAIL DIGITAL SERVICES,ASISTENCIA PROACTIVA,8,11,9,13,4,12,3.12,867.5,1,5.43,40.5,6,7,92,3,11,1,15
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,RETAIL DIGITAL SERVICES,COACH & PATRIMONIO NETO,2,7,9,13,4,8,0.07,609.5,3,6.35,28.5,2,12,41,1,10,5,10
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,RETAIL DIGITAL SERVICES,FUTURA BACKEND,1,2,1,6,5,11,3.91,43,8,6.39,36,1,5,30.5,8,15,3,4
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,RETAIL DIGITAL SERVICES,MIS INVERSIONES - FOLLOWUP,5,7,4,14,7,12,0.29,711.5,9,9.38,20.5,5,8,31,3,8,2,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,RETAIL DIGITAL SERVICES,PATRIMONIO NO FINANCIERO (CASAS Y COCHES),7,14,2,5,3,6,0.13,25,0,3.32,39,9,15,179,7,7,2,9
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,RETAIL DIGITAL SERVICES,PERSONALIZACION DE SALUD FINANCIERA,9,10,3,8,2,12,3.35,950.5,4,3.42,47,3,14,116.5,1,2,6,8
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,RETAIL DIGITAL SERVICES,PFM,5,8,8,13,8,12,0.33,301,3,1.49,30.5,7,12,185,6,11,7,9
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,RETAIL DIGITAL SERVICES,PROACTIVIDAD SALUD FINANCIERA,3,15,8,8,9,10,1.98,608,4,7.95,15.5,8,11,99,3,6,7,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,RETAIL DIGITAL SERVICES,SERVICIOS EXTENDIDOS,8,14,9,11,5,12,0.79,110.5,7,9.53,33,6,11,144.5,3,3,2,9
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,RETAIL DIGITAL SERVICES,SOSTENIBILIDAD - ESP,5,13,7,13,6,13,1.37,750,7,4.24,11.5,5,9,42,5,14,8,11
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,WEB CHANNEL,BBVA:ES,3,7,4,13,6,8,1.18,803.5,1,5.45,12.5,0,4,170.5,1,10,5,6
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,WEB CHANNEL,GESTION DE RECLAMACIONES,5,11,5,12,2,7,5.43,376,0,3.16,11,8,15,0,1,14,4,9
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,WEB CHANNEL,NET PENSIONES,10,13,10,12,0,4,4.62,752,10,1.01,31.5,6,13,124,8,11,10,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,WEB CHANNEL,PORTALES WORDPRESS,9,15,1,8,4,5,1.1,141,6,6.84,18,10,15,9,2,8,9,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,WEB CHANNEL,RED EXTERIOR,6,12,8,13,3,13,3.94,466.5,10,1.4,43,6,7,12.5,2,14,7,11
08/01/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,WEB CHANNEL,TPV INSTITUCIONAL,8,13,7,15,3,8,4.33,496,2,8.54,25.5,1,2,31.5,4,5,9,11
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,BACKOFFICE,(CRCC) CAMARA RIESGO CENTRAL CONTRAPARTE,4,11,8,10,9,14,5.92,303.5,2,6.29,33.5,7,12,73,4,13,2,4
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,BACKOFFICE,CLEAR STREAM (XACT),1,13,3,8,1,9,0.8,639,3,0.06,0,4,14,94,4,13,4,4
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,BACKOFFICE,DECEVAL,8,13,8,13,1,8,4.53,575,8,3.71,18.5,3,7,177,6,13,6,8
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,BACKOFFICE,DIALOGO BANCO,3,8,6,6,7,9,4.58,490.5,8,4.42,15,6,9,121.5,1,12,5,12
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,BACKOFFICE,"SEBRA (CUD,DCV,ANTARES,SUBASTAS,CCS)",4,11,6,7,9,13,1.07,804.5,5,0.45,17.5,4,11,166,7,9,3,14
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,FIDUCIARIA,APLICATIVO CENTRAL FIDUCIARIA,4,5,6,8,7,11,0.5,63,8,4.54,41,7,14,187.5,0,1,4,13
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,FIDUCIARIA,CASH MANAGEMENT,2,11,9,9,6,7,4.98,464.5,6,0.33,40,8,9,128,8,9,0,1
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,FIDUCIARIA,FIDUCIARIA - FIDUSAP,8,9,5,12,8,9,2.28,380,0,9.43,48,3,9,30,2,12,4,11
08/01/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,DIGITAL WORKPLACE & CRM,MOTORES DE CREDITO MX,3,3,6,12,9,10,3.37,662,6,0.05,40.5,10,13,14.5,3,8,6,6
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,FIDUCIARIA,FONDOS DE INVERSION,2,9,3,6,5,9,0.73,525,3,8.36,40,10,12,57,9,13,4,12
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,FIDUCIARIA,MIDAS FIDUCIARIA,5,7,9,12,0,2,1.61,153,7,3.57,38,9,12,59,1,5,6,7
07/01/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,TRANSFORMACION DE OPERACIONE,NEGOCIACION COND. BACKEND,9,10,9,15,3,15,0.6,522,7,6.73,5.5,6,14,69,2,13,5,7
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,GLOBAL MARKET & COMEX,BANKTRADE,9,10,5,8,3,12,3.98,413,8,8.4,33.5,7,11,142.5,1,9,9,13
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,GLOBAL MARKET & COMEX,BLOTTER,3,11,7,14,3,12,2.68,47.5,3,7.61,48.5,5,8,155,6,7,4,8
