mes,geografia,uol1_name,uol2_name,service1_id,service1_name,nro_fichas_rfo,nro_fichas_rfo_ok,nro_sn2_sn1_dependencias,nro_sn2_sn1,nro_features_desplegadas_calidad,nro_features_desplegadas,puntaje_total_adopcion_sn2,sn2_sn1_medidos,total_vulnerabilidades_high,total_lineas_codigo
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,134,INFRA MULTICANAL EMPRESAS,0,0,5,5,0,0,3.5,6,229,3265317
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,260,DIGITAL SIGNING,1,1,1,1,0,0,1,1,0,75613
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,261,ALERTAS FX,1,1,1,1,0,0,0,0,0,12942
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,4958,FACTORIA ENTERPRISE CLIENTS AMERICA,1,0,1,1,0,0,0.5,1,0,36520
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,6762,FX SMART HEDGING,0,0,1,1,0,0,0,0,0,105320
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,7184,PROCESOS ONBOARDING & CONTRATACION,0,0,1,1,0,0,1,1,0,11578
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,7395,CREDIT EXPERIENCE,0,0,2,2,0,0,1,1,0,22919
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,DIGITAL CHANNELS,388,PLATAFORMA SENDA,0,0,5,5,0,0,4,5,3,2749993
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,DIGITAL CHANNELS,389,PLATAFORMA GEMA,0,0,1,1,0,0,1,1,0,956227
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,EMBEDDED FINANCE,390,PLATAFORMA API CHANNEL,1,1,2,2,0,0,0.5,1,0,258657
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,GLOBAL CHANNELS,344,PIVOT NET,4,4,4,4,0,0,4,4,48,323077
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,GLOBAL CHANNELS,348,INFRAESTRUCTURA MULTICANAL ALPHA,20,20,20,20,0,0,5,5,0,134183
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,GLOBAL CHANNELS,4779,GLOBAL CHANNELS,2,2,1,1,0,0,2,2,0,25704
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,SERVICING & CLIENT EXPERIENCE TRANSFORMATION,4358,PIVOT IMPLEMENTATION,1,1,1,1,0,0,1,1,0,251645
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,SERVICING & CLIENT EXPERIENCE TRANSFORMATION,7210,PRODUCTIVIDAD Y DEVOPS,0,0,1,1,0,0,0,1,0,12086
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,SERVICING & CLIENT EXPERIENCE TRANSFORMATION,8047,SERVICE BANKERSS TOOLS DWP,1,0,0,1,0,0,0,0,0,0
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,BBVA SPARK,7429,HERRAMIENTAS SPARK,0,0,2,2,0,0,3,3,0,45846
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,259,SERVICE BANKERS'S TOOLS - DWP,1,1,1,1,0,0,0,2,2,1033800
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,4961,GESTOR DE INTERVINIENTES,1,1,1,1,0,0,1,1,0,0
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,6335,INTERNATIONAL CROSSBORDER COORDINATION TOOL,1,1,1,1,0,0,0,1,0,292003
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,7875,SALES SALESFORCE - CCS,1,0,1,2,0,0,0,0,0,0
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,SUSTAINABILITY,7721,SUSTAINABILITY - COMMERCIAL,0,0,1,1,0,0,2,2,0,276764
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,DOMESTIC TREASURY MANAGEMENT,349,PLATAFORMA ETPB,0,0,1,1,0,0,1,1,0,1100891
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,HIGH VALUE SOLUTIONS,98,FINANCIACION ESPECIALIZADA,0,0,1,1,0,0,0,1,0,36325
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,HIGH VALUE SOLUTIONS,7699,TRADE FINANCE,1,1,1,1,0,0,1,1,0,6498
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,345,PIVOT CONNECT,2,2,2,2,0,0,2,2,0,693359
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,7135,PIVOT DATA,0,0,1,1,0,0,0,0,0,630
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,LIQUIDITY MANAGEMENT,345,PIVOT CONNECT,2,2,2,2,0,0,2,2,0,878376
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,346,PIVOT - COMMERCIAL CARD,1,1,1,1,0,0,1,1,0,734175
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,347,PIVOT - GLOBAL SUPPLY CHAIN FINANCE,1,1,0,0,0,0,1,1,0,9277
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,6141,PIVOT - VIRTUAL ACCOUNTS,1,1,1,1,0,0,1,1,0,59536
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,7423,GLOBAL SCF (LOCAL MULTICOUNTRY),0,0,1,1,0,0,1,1,0,4597
08/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,7424,BBVA CONNECTA,0,0,1,1,0,0,1,1,0,8037
08/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,400,CS INGESTAS,2,2,4,4,0,0,3.5,4,0,110813
08/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,401,HERRAMIENTAS DATA,7,7,6,7,0,0,5,6,192,3953228
08/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,402,"T&C, CROSS Y ENGINEERING INGESTAS",1,1,1,1,0,0,0,1,0,467976
08/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,403,VISUAL CLIENT,1,1,1,1,0,0,0,0,0,135612
08/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,404,DE PLATAFORMA INFORMACIONAL HOLDING (HIS Y MAESTROS),1,1,1,1,0,0,0,0,0,113017
08/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,405,DATAHUB R&F,3,2,1,3,0,0,2,3,0,262317
08/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,406,GDH ALPHA,1,1,1,1,0,0,0,1,0,871285
08/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,5504,DQ HOLDING,1,1,1,1,0,0,0,1,0,5002
08/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,6136,DEVOPS - CI/CD,1,1,0,1,0,0,0,1,0,64948
08/25/2025,ESPANA,DATA ENGINEERING,DATA HUB,392,TERADATA SYSTEMS,1,1,1,1,5,6,0,1,123,2501580
08/25/2025,ESPANA,DATA ENGINEERING,DATA HUB,5709,RIESGOS & FINANZAS,3,2,2,3,96,96,2,3,0,167182
08/25/2025,ESPANA,DATA ENGINEERING,DATA HUB,5710,CS & SOSTENIBILIDAD,4,4,4,4,207,209,4,4,0,327046
08/25/2025,ESPANA,DATA ENGINEERING,DATA HUB,5711,CROSS SYSTEM,1,1,1,1,68,70,0.5,1,0,203268
08/25/2025,ESPANA,DATA ENGINEERING,DATA MODELLING,5713,SDM,2,2,2,2,183,184,0.5,2,0,397717
08/25/2025,ESPANA,SYSTEMS ENGINEERING,ALPHA,52,CLIENTS REGULATORY COMPLIANCE,3,3,3,3,11,12,3,3,0,775377
08/25/2025,ESPANA,SYSTEMS ENGINEERING,ALPHA,71,BACKEND,3,3,3,3,26,26,1,2,4,1544520
08/25/2025,ESPANA,SYSTEMS ENGINEERING,ALPHA,157,CLIENTS,3,3,2,3,15,16,3,3,0,70728
08/25/2025,ESPANA,SYSTEMS ENGINEERING,ALPHA,431,ALPHA CORE PLATFORM,3,3,2,2,6,6,2,2,0,59945
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,53,CONSUMER FINANCE,1,1,1,1,5,5,1,1,216,1146320
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,266,CONSUMER FINANCE CHANNEL,4,4,4,4,8,8,3,4,134,2164517
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,267,COBRANDED,4,4,2,4,12,12,3,4,97,1853263
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,268,RED DE AGENTES,1,1,1,1,3,3,1,1,0,1020255
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,425,"VALORES, FONDOS INTERNACIONALES, DEPOSITARï¿½ï¿½",13,13,12,12,27,27,9,11,269,3219017
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,428,VENTA DE CARTERAS,1,1,1,1,2,3,1,1,0,245891
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,430,FINANCIACION,9,9,9,9,19,21,8,9,1,1351841
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,128,CCS PRICING,4,4,4,4,0,0,3,3,0,201111
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,129,TRANSFORMACION DE OPERACIONES,8,8,8,8,1,2,5.5,7,157,3130804
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,130,INFRAESTRUCTURA OPERACIONAL,4,4,4,4,16,17,3.5,4,0,300172
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,131,CONTRATACION,4,3,4,4,15,20,4,4,71,6226029
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,132,"DOC, TTGG, LIQUIDACION",3,3,3,3,14,14,2.5,3,0,339729
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,133,MODELO DE DIRECCION Y GESTION,5,5,5,5,5,5,4,4,0,39849
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,4,RIESGOS DE CREDITO,8,8,6,6,21,21,9,9,0,2761314
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,319,GESTION RECUPERATORIA Y CONTROL INTERNA,3,3,3,3,2,2,2,3,0,703693
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,320,T&C Y COMUNICACIONES,4,4,1,1,1,1,4,4,1649,3452084
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,321,REPORTING NORMATIVO,6,6,6,6,1,1,5,7,0,6856689
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,322,IMPAGO Y COBERTURAS,8,8,7,7,7,8,7,7,50,1149496
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,323,CONTABILIDAD Y REAL ESTATE,4,4,4,4,3,3,4,4,54,1195048
08/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,324,SSJJ Y OTROS,4,3,2,3,1,1,2,2,0,261540
08/25/2025,ESPANA,SYSTEMS ENGINEERING,DEVOPS & SWDEV TRANSFORMATION,4328,DEVOPS - DEVTOOLS CI/CD - ESPANA,0,0,0,0,0,0,0,0,0,0
08/25/2025,ESPANA,SYSTEMS ENGINEERING,DEVOPS & SWDEV TRANSFORMATION,4328,DEVOPS - DEVTOOLS CI/CD - ESPANA,0,0,0,0,0,0,0,0,0,0
08/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,96,ENTERPRISE CLIENTS OPERATIONS,10,9,9,10,13,25,6,8,61,3654272
08/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,98,FINANCIACION ESPECIALIZADA,4,4,4,4,10,16,3,3,82,1757853
08/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,100,ENTERPRISES CHANNEL,4,4,4,4,30,36,3,4,1756,19372336
08/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,4739,ENTERPRISE MXM,2,2,2,2,9,9,2,2,0,494062
08/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,5938,COMEX,2,2,2,2,1,2,2,2,33,1959341
08/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,6169,ENTERPRISE MOBILE CHANNEL,2,2,2,2,18,21,0.5,2,0,4407637
08/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,300,INSURANCE - POSTVENTA,2,2,2,2,1,2,1.5,2,0,20809
08/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,301,INSURANCE - AHORRO Y PREVISION,5,5,5,5,5,5,4,4,0,34375163
08/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,302,INSURANCE - FINANCIERO ACTUARIAL,4,4,3,3,0,0,4,4,0,29503
08/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,303,INSURANCE - DISTRIBUCION,1,1,1,1,7,7,1,1,0,8194665
08/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,304,INSURANCE - BACKOFFICE Y DATA,3,3,3,3,2,2,1,2,0,3173216
08/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,307,ASSET MANAGEMENT - MIDDLE OFFICE,4,4,2,2,2,2,4,4,0,314375
08/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,308,ASSET MANAGEMENT - INFORMACIONAL & WEBS,5,5,5,5,14,15,3,5,2290,9754677
08/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,310,ASSET MANAGEMENT - FRONT OFFICE,3,3,3,3,1,1,2,3,8,2175137
08/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,4154,ASSET MANAGEMENT - BACKOFFICE Y FONDOS DE INVERSION,3,3,1,1,11,11,1,1,431,1464313
08/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,4301,ASSET MANAGEMENT - FONDOS Y PLANES DE PENSIONES,1,1,1,1,19,19,1,1,0,111169
08/25/2025,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,426,MMPP,13,13,11,11,18,19,9.5,11,139,2383166
08/25/2025,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,427,PASIVO,10,10,10,10,16,18,7.5,8,0,2760978
08/25/2025,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,429,SERVICIOS BANCARIOS (COBROS Y PAGOS),14,14,13,14,40,41,9.5,14,394,1663836
08/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,79,MOBILE CHANNEL,3,3,3,3,50,52,2,3,0,1114995
08/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,89,ATM,2,2,2,2,2,2,0,1,0,2224846
08/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,93,WEB CHANNEL,5,5,5,5,22,23,4,5,367,4031195
08/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,181,CONTACT CENTER,5,5,4,4,16,16,5,5,90,3487281
08/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,281,PRIVATE BANKING,6,6,6,6,2,2,5,6,0,209616
08/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,327,RETAIL DIGITAL SERVICES,12,12,12,12,1,1,10,11,0,948077
08/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,328,BRANCH CHANNEL,7,6,4,4,16,16,2,6,63,23917756
08/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,329,OPEN BANKING,1,1,1,1,1,1,1,1,0,6843
08/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,330,OPERATIONAL CRM,6,6,4,4,12,13,5,5,13,932628
08/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,331,DIGITAL MARKETING,2,2,0,0,13,13,1,2,0,124815
08/25/2025,GSD,GSD,ALPHA,4621,CATALOGOS,0,0,2,2,0,0,2,2,0,237228
08/25/2025,GSD,GSD,ALPHA,4622,FIRMA,0,0,1,1,0,0,0.5,1,3,66804
08/25/2025,GSD,GSD,ALPHA,4623,INFRAESTRUCTURA MULTICANAL,0,0,5,5,1,1,2,5,0,603685
08/25/2025,GSD,GSD,ALPHA,4625,OPERATIONAL DATA INFRASTRUCTURE,0,0,3,6,0,0,5,6,0,187784
08/25/2025,GSD,GSD,ALPHA,4647,INFRAESTRUCTURA PERSONAS Y CONTRATOS,0,0,5,5,0,0,3.5,5,0,756153
08/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,4308,SW DEVTOOLS SUITE,4,4,4,4,0,0,3,3,118,2158949
08/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,6091,IAGEN SDLC,1,1,1,1,0,0,1,2,0,8794
08/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,6110,TESTING TOOLS,5,5,5,5,4,4,5,5,6,603857
08/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,6124,UX & DESIGN,0,0,0,0,0,0,0,1,0,174072
08/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,6136,DEVOPS - CI/CD,7,6,8,8,2,3,7,7,25,5659973
08/25/2025,GSD,GSD,PAYMENT,427,PASIVO,1,0,1,2,0,0,1,1,0,9841
08/25/2025,GSD,GSD,PAYMENT,4357,PAYMENT AUTHORIZATION,2,1,3,4,0,0,1.5,3,0,175711
08/25/2025,GSD,GSD,PAYMENT,4979,TRACKING PAYMENT,0,0,1,1,0,0,1,1,0,5670
08/25/2025,GSD,GSD,PAYMENT,5527,PAYMENT METHODS SYSTEM,0,0,1,1,4,4,0,1,0,328977
08/25/2025,GSD,GSD,SECURITY GSD,5222,S-SDLC PROCESSES GLOBAL,1,1,1,1,0,0,1,1,0,89059
08/25/2025,GSD,GSD,SW DEV TRANSF,238,SDLC PROCESSES GLOBAL,1,1,1,1,0,0,1,1,2,182435
08/25/2025,GSD,GSD,SW DEV TRANSF,6198,SOPORTE HELIX,0,0,0,0,0,0,0,0,0,0
08/25/2025,GSD,GSD,SW DEV TRANSF,6198,SOPORTE HELIX,0,0,0,0,0,0,0,0,0,0
08/25/2025,GSD,GSD,SW DEV TRANSF,6290,TRAINING - SERVICE FOR PRACTICE,1,0,0,1,0,0,0,1,0,0
08/25/2025,I&O HUB AMERICA,R&IC,CFE,6151,SCREENING & TRANSACTION MONITORING AML,1,1,0,1,0,0,0,1,0,13549
08/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,109,TRANSACTIONAL S&C,3,3,3,3,235,235,0,3,0,60408
08/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,111,CLIENT SOLUTIONS,4,4,4,4,270,272,2,4,0,376749
08/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,112,DATA BANKING,3,3,3,3,351,353,3,3,0,159911
08/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,3560,OPERATIONAL ENTERPRISE,3,3,3,3,280,280,1,3,0,112948
08/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,7514,DATA INSURANCE,1,1,1,1,56,56,1,1,0,18777
08/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB FINANZAS Y RIESGOS,113,DATA RISK,4,4,4,4,558,561,1,4,40,4654382
08/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB FINANZAS Y RIESGOS,5552,DATA FINANCE,5,5,4,5,392,397,1,5,0,487767
08/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,SEGURIDAD Y OTRAS PI,5009,DATA LEGACY,3,3,0,3,4,4,1,2,0,142370
08/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,61,ASSET MANAGEMENT,1,1,1,1,0,0,1,1,259,1472918
08/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,280,CROSS & LENDING,7,7,7,7,3,3,5,7,64,1836813
08/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,281,PRIVATE BANKING,2,2,2,2,11,11,2,2,7,1144017
08/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,282,"FX, DERIVATIVES & CUSTODY",9,9,8,9,1,1,4,7,64,2566093
08/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,283,OTC & RISK,5,5,4,5,7,7,4,5,37,1043858
08/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,284,FI & REPORTING,8,8,6,8,64,64,5.5,7,1345,3162938
08/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,285,EQUITY,4,4,4,4,6,6,2,4,20943,2504636
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,55,LOANS,7,5,6,7,24,25,3,6,1,3618149
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,157,CLIENTS,5,5,5,5,37,37,5,6,0,6698882
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,167,PAYROLLS AND TRANSFERS,4,4,4,4,18,18,2.5,4,0,6583374
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,169,ACCOUNTS,8,8,7,8,19,19,4.5,7,466,9545405
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,7744,CONTRACTING METHODS AND DIGITAL DOCUMENTATION,2,2,2,2,7,7,2,2,0,1651063
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,362,ACCOUNT STATEMENTS & TAX STAMPS,2,2,2,2,13,13,1,2,72,729955
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,363,APPLICATION SECURITY,1,1,1,1,4,4,0.5,1,0,86542
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,364,DIGITAL CONTACTABILITY,2,2,2,2,39,49,2,2,719,2232713
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,365,ATMS & INFRASTRUCTURE,2,2,2,2,2,2,0,2,35,804069
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,5469,SYSTEMS CONTACT CENTER,6,6,6,6,14,21,3.5,6,22613,21607447
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,8000,FRONTALES ASESOR TELEFONICO,1,0,0,1,0,0,0,0,0,0
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,200,TALENT & CULTURE,3,3,3,3,46,46,2,3,4024,16239004
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,298,RISK,7,7,6,6,76,76,3.5,6,497,9333444
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,351,AACC,2,2,2,2,26,26,2,2,554,6575574
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,354,FINANCE & PROCUREMENT,3,3,3,3,24,24,1,3,2748,4968183
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,355,COMPLIANCE & LEGAL,2,2,2,2,22,22,0,2,1245,3472114
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,356,CREDIT ACQUISITION & AUTOMATION,3,3,3,3,40,40,2,3,361,1292133
08/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,3613,LOCAL SERVICES,1,1,1,1,19,19,0,1,5,208249
08/25/2025,MEXICO,SYSTEMS ENGINEERING,DEVELOPMENT EXPERIENCE,5843,DEVOPS MX,1,1,0,1,0,0,0,0,0,0
08/25/2025,MEXICO,SYSTEMS ENGINEERING,DEVELOPMENT EXPERIENCE,7168,DEVOPS & SW DEVELOPMENT TOOLS,1,1,1,1,0,0,1,1,0,761
08/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,53,CONSUMER FINANCE,3,3,3,3,10,10,2,3,0,253898
08/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,210,API CHANNEL,4,4,3,4,8,8,4,4,0,337185
08/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,211,ENTERPRISE WEB,7,7,7,7,23,23,3,7,1457,27667282
08/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,212,SPECIALIZED PRODUCTS,4,4,4,4,17,18,1,4,20115,6019099
08/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,3604,MOBILE ENTERPRISE,1,1,1,1,1,2,1,1,0,0
08/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,4038,DIGITAL WORKPLACE & CRM,8,4,5,8,17,19,6,6,23,8453853
